,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
4758,493,1,0,48,7,0.0,2,1,0,48545.1
10991,712,1,1,52,9,0.0,1,1,1,117977.45
12186,720,2,0,29,7,106230.92,1,1,1,69903.93
14155,596,2,1,54,1,123544.0,1,1,1,120314.75
4180,607,2,1,36,10,106702.94,2,0,0,198313.69
12041,705,1,1,44,0,184552.12,1,1,0,68860.3
15445,638,2,1,42,8,145177.84,1,1,0,193471.74
2887,703,2,0,26,1,97331.19,1,1,0,63717.49
8876,556,1,1,46,3,131764.96,1,1,1,108500.66
4539,718,0,0,37,7,0.0,2,1,1,55100.09
15402,636,2,1,49,6,113599.74,2,1,0,158887.09
6671,677,0,0,49,3,0.0,2,1,1,187811.71
6453,566,2,0,44,5,141428.99,2,0,0,68408.74
9211,457,1,0,38,6,0.0,2,1,0,173219.09
1366,645,1,0,37,7,0.0,2,1,0,13589.93
2639,712,2,0,40,3,109308.79,2,1,0,120158.72
15097,627,0,0,55,2,159441.27,1,1,0,100686.11
5602,796,0,0,50,1,94164.0,1,1,1,189414.74
14420,534,0,0,55,8,116973.26,3,1,0,122066.5
5730,539,0,0,29,4,0.0,2,1,1,100919.19
7204,686,1,1,39,10,136258.06,1,0,0,89199.51
5296,619,1,0,44,6,52831.13,1,1,1,112649.22
15253,839,2,1,47,2,136911.07,1,1,1,168184.62
2938,730,0,1,27,5,0.0,2,1,1,116081.93
10887,619,1,1,46,8,62400.48,1,1,1,132498.39
13819,565,0,1,55,4,118803.35,2,1,1,128124.7
8890,599,2,0,49,10,143888.22,2,1,1,166236.38
5979,677,0,0,24,0,148298.59,2,0,0,182913.95
4534,656,0,1,41,2,0.0,2,1,0,158973.77
13021,547,2,0,39,6,74596.15,3,1,1,85746.52
7669,631,1,1,38,7,0.0,2,1,0,181605.85
7607,838,1,0,41,5,0.0,2,1,0,81313.51
12780,598,2,0,50,5,88379.81,3,0,1,64157.24
10477,531,0,0,63,1,114715.71,1,0,1,24506.95
15665,674,2,1,47,6,106901.94,1,1,1,2079.2
15491,612,2,1,46,9,161450.03,1,1,1,96961.0
6681,602,0,1,31,7,155271.83,1,1,1,179446.31
5428,507,0,0,35,2,0.0,2,1,0,97633.93
11762,535,1,1,48,9,109472.47,1,1,0,157358.43
5266,811,0,1,31,7,117799.28,1,1,1,182372.35
11219,807,0,1,43,1,105799.32,2,1,0,34888.04
15624,382,1,1,36,0,0.0,1,1,1,179540.73
1784,658,0,1,36,8,174060.46,1,1,1,94925.62
7116,588,2,1,49,6,132623.76,3,1,0,36292.94
494,673,0,0,38,2,170061.92,2,0,0,134901.34
9652,480,0,0,40,7,0.0,1,1,0,170332.67
9329,663,1,1,35,5,0.0,2,1,1,62634.94
2038,621,0,1,47,0,0.0,1,1,1,133831.37
4041,593,0,1,36,2,70181.48,2,1,0,80608.12
2897,528,2,0,29,9,170214.23,2,1,0,49284.0
8558,574,0,0,39,5,119013.86,1,1,0,103421.91
13883,608,0,1,50,6,0.0,1,1,0,93568.77
10425,764,2,1,34,6,108760.27,2,1,0,166324.79
10468,710,2,0,24,2,110407.44,2,0,0,15832.43
10577,504,2,1,56,9,104217.3,1,0,0,55857.48
2653,730,1,1,26,3,0.0,1,1,0,34542.41
14284,557,0,0,39,7,49572.73,1,1,0,115287.99
15479,640,0,1,33,7,154575.76,1,1,0,25722.28
8514,657,1,1,29,7,83889.03,1,1,0,153059.62
2031,765,0,1,51,3,123372.3,1,1,1,115429.32
5089,688,2,1,45,9,103399.87,1,0,0,129870.93
813,421,2,1,28,8,122384.22,3,1,1,89017.38
7235,697,0,1,35,5,133087.76,1,1,0,64771.61
6280,491,2,1,26,4,102251.14,1,1,1,145900.89
14689,775,2,0,38,4,125212.65,2,1,1,15795.88
1079,664,0,1,32,10,107209.73,1,1,1,112340.2
2226,790,1,1,46,2,131365.37,2,1,1,180290.68
12426,629,0,1,44,5,0.0,4,0,0,117572.59
14585,697,2,0,38,6,132591.36,1,1,1,7387.8
11904,602,0,1,33,5,164704.38,1,0,1,180716.1
3261,614,0,1,51,3,0.0,2,1,1,5552.37
5649,629,1,1,29,6,0.0,2,1,1,88842.8
3862,653,1,0,36,3,0.0,2,0,0,110525.6
2936,599,0,1,44,10,118577.24,1,1,1,31448.52
11955,529,0,1,46,8,0.0,1,0,0,126511.94
7080,628,2,0,51,10,115280.49,2,0,0,12628.61
3917,685,0,0,50,6,94238.75,2,1,1,50664.07
12981,573,2,0,47,4,152522.47,1,0,1,164038.07
305,667,0,1,31,1,119266.69,1,1,1,28257.63
4056,655,1,0,28,3,113811.85,2,0,1,76844.23
15170,621,2,1,51,4,109978.83,1,0,0,177740.58
2999,525,0,1,33,1,112833.35,1,0,1,175178.56
10148,787,2,1,43,0,132217.45,1,1,0,20955.03
1231,772,1,1,30,4,78653.05,1,1,0,1790.48
2313,597,2,0,40,9,106756.01,2,1,0,151167.94
12523,568,1,0,36,10,153610.61,1,1,1,54083.8
10920,673,0,1,59,0,178058.06,2,0,1,21063.71
13608,598,0,1,48,6,120682.53,1,1,0,30635.52
4321,651,0,1,34,4,91562.99,1,1,1,123954.15
9030,577,1,1,51,2,108867.0,1,0,0,140800.66
15794,528,0,0,36,1,156948.41,1,1,1,149912.28
6470,583,2,0,41,5,77647.6,1,1,0,190429.52
15812,623,2,1,50,7,126608.37,1,0,1,645.61
7500,694,0,1,47,4,0.0,2,1,0,197528.62
13451,607,0,0,39,10,0.0,3,1,0,132741.13
3899,752,0,0,36,2,119912.46,1,1,0,124354.92
3567,470,1,0,31,2,101675.22,2,1,0,45033.75
5452,558,0,0,45,1,153697.53,2,0,0,89891.4
8022,616,0,0,31,3,136789.14,1,1,0,59346.4
13800,656,2,0,46,7,141535.52,1,1,0,50595.15
13201,750,0,0,37,6,0.0,1,1,1,117948.0
4270,623,0,0,57,7,71481.79,2,1,1,84421.34
8531,723,1,1,30,1,0.0,3,1,0,164647.72
4086,759,2,1,31,4,98899.91,1,1,1,47832.82
6663,850,2,1,31,4,146587.3,1,1,1,89874.82
10347,606,0,1,36,1,155655.46,1,1,1,192387.51
12958,685,0,0,50,6,94238.75,2,1,1,50664.07
588,526,0,1,36,1,0.0,1,1,0,160696.72
3365,671,1,0,34,5,130929.02,4,1,1,28238.25
2670,598,0,0,64,9,0.0,1,0,1,13181.37
5515,527,2,0,28,2,123802.98,2,1,1,155846.69
15842,739,2,1,40,5,149131.03,3,1,1,60036.99
13724,650,2,0,55,2,140891.46,3,1,1,179834.45
2395,672,0,1,52,8,170008.84,1,0,0,56407.42
5506,590,1,1,34,0,65812.35,2,0,1,160346.3
2170,554,0,1,40,4,0.0,1,0,1,168780.04
14962,598,0,0,40,2,171178.25,1,1,0,137980.58
8134,577,0,1,41,6,0.0,1,1,1,167621.18
9921,757,2,1,36,1,65349.71,1,0,0,64539.64
9081,736,0,1,54,7,111729.47,2,0,1,84920.49
14995,735,0,1,41,7,74135.85,1,1,1,11783.1
9620,561,1,1,37,4,101470.29,1,0,1,88838.14
13303,580,2,1,45,8,103741.14,1,1,0,47428.73
5673,639,1,1,34,5,139393.19,2,0,0,33950.08
2774,564,0,0,28,1,0.0,1,1,1,162428.05
7620,579,0,0,27,9,0.0,2,1,0,126838.7
6559,533,2,1,38,4,70362.52,2,1,1,104189.46
9927,814,0,0,31,6,87772.52,1,1,0,188516.45
9145,712,1,1,45,6,112994.65,1,0,0,198398.68
8456,715,0,1,37,9,165252.52,1,1,0,85286.3
10260,668,0,0,53,10,110240.04,1,0,0,183980.56
14937,680,2,1,30,4,108300.27,2,0,1,44384.57
5798,732,1,1,54,0,134249.7,1,0,1,13404.4
5982,655,2,1,37,9,121342.24,1,1,1,180241.44
5882,732,0,1,55,9,136576.02,1,0,1,3268.17
14869,459,2,1,48,4,133994.52,1,1,1,19287.06
9844,658,0,0,40,5,143566.12,1,1,1,189607.71
2181,634,2,0,46,5,123642.36,1,1,1,49725.16
12491,746,1,1,30,1,112666.67,1,0,0,11710.4
1473,552,0,1,36,8,0.0,2,0,0,132547.02
6103,655,0,1,28,10,0.0,2,0,1,126565.21
12062,832,0,1,61,2,0.0,1,0,1,127804.66
9082,768,0,0,36,5,180169.44,2,1,0,17348.56
11024,550,2,1,52,5,121016.23,1,1,1,41730.37
11776,645,1,0,49,5,110132.55,3,0,1,187689.91
421,586,0,0,38,2,0.0,2,1,0,87168.46
9350,615,1,1,42,4,0.0,3,0,1,120321.09
2306,697,0,0,34,2,126558.92,1,1,0,73334.43
13621,664,0,1,46,2,0.0,1,1,1,177423.02
171,628,2,1,27,5,95826.49,2,1,0,155996.96
3956,597,2,0,60,0,78539.84,1,0,1,48502.88
5606,492,2,0,52,8,125396.24,1,1,0,10014.72
14747,608,1,1,45,4,0.0,2,0,0,36697.48
8462,817,0,1,59,1,118962.58,1,1,1,120819.58
1725,631,2,0,37,2,121801.72,2,0,1,23146.62
8938,693,1,1,47,8,107604.66,1,1,1,80149.27
10861,507,2,1,31,2,134237.07,1,1,1,166423.66
9035,535,0,1,45,2,0.0,2,1,0,125658.28
14918,758,2,0,23,5,122739.1,1,1,0,102460.84
9663,606,2,1,40,9,95293.86,2,0,1,96985.58
904,599,0,1,58,4,0.0,1,0,0,176407.15
3494,681,0,0,37,7,69609.85,1,1,1,72127.83
8346,695,1,1,32,9,0.0,3,0,1,38533.79
10346,769,2,1,60,9,148846.39,1,1,0,192831.67
7797,502,2,1,33,5,174673.65,2,1,0,33300.56
7396,603,1,0,56,5,90778.76,2,1,0,162223.67
13317,661,1,0,42,9,75361.44,1,1,0,27608.12
2080,721,0,0,55,3,44020.89,1,1,0,65864.4
7928,711,0,1,38,4,123345.85,1,1,0,141827.83
11914,627,1,0,55,6,0.0,1,0,0,91943.94
7933,782,0,0,70,7,97072.42,1,0,1,131177.22
9316,550,2,1,49,0,108806.96,3,1,0,61446.92
10480,473,0,0,39,9,117103.26,2,1,1,85937.52
11335,704,2,0,54,6,133656.91,3,1,0,145071.33
7211,639,0,0,37,4,116121.84,2,0,1,181850.74
4677,706,2,0,48,10,104478.12,3,0,1,158248.71
6533,489,0,0,47,8,103894.38,2,1,1,107625.46
5209,702,1,0,38,2,0.0,1,1,1,161888.63
2646,425,1,0,39,5,0.0,2,1,0,140941.47
12187,747,0,1,42,4,80214.36,1,1,0,115241.96
13692,730,1,0,39,6,140094.59,1,1,0,172450.04
11665,572,2,1,47,4,99353.42,1,1,0,196549.85
12056,533,0,0,39,2,0.0,1,0,1,73669.94
11226,728,2,1,45,3,108924.33,2,1,0,84300.4
6365,743,1,0,48,5,118207.69,2,0,0,186489.14
12321,612,1,0,52,5,144772.69,1,0,0,98302.57
2155,660,0,0,35,6,100768.77,1,1,0,19199.61
11621,673,0,1,59,0,178058.06,2,0,1,21063.71
7370,655,0,1,37,4,0.0,2,1,1,142415.97
14193,804,0,0,50,4,0.0,1,1,1,8546.87
7837,850,1,1,48,2,0.0,1,1,0,169425.3
3715,817,2,0,46,0,89087.89,1,0,1,87941.85
8111,560,0,0,31,3,115141.18,1,1,0,39806.75
14112,747,1,1,41,9,0.0,1,1,0,32430.94
13227,552,2,0,42,8,103362.14,1,0,1,186869.58
3622,592,1,1,55,8,85845.43,2,1,1,128918.42
4516,497,2,0,32,8,111537.23,4,1,1,9497.99
7354,733,2,0,30,1,102452.71,1,1,0,21556.95
8750,655,0,0,32,2,0.0,1,1,1,71047.51
1436,576,2,1,28,1,119336.29,2,0,1,58976.85
507,684,2,0,40,6,137326.65,1,1,0,186976.6
5275,683,0,0,42,8,0.0,2,0,1,198134.9
5663,850,0,0,38,2,0.0,2,1,0,9015.07
5402,828,0,1,37,4,0.0,2,1,0,94845.45
5930,826,0,0,30,5,0.0,2,0,1,157397.57
8947,701,0,0,43,2,160416.56,1,0,1,37266.43
2339,651,2,1,26,5,147037.32,1,0,0,141763.26
10494,638,2,0,53,1,123916.67,1,1,0,16657.68
4386,783,2,0,42,2,139707.28,1,1,0,2150.22
12393,728,0,1,37,3,122689.51,2,0,0,106977.53
7680,808,1,1,25,7,0.0,2,0,1,23180.37
12961,557,0,0,39,7,49572.73,1,1,0,115287.99
12035,611,0,1,58,8,0.0,2,0,1,107665.68
8693,621,0,0,50,5,0.0,2,1,0,191756.54
643,660,2,0,39,5,135134.99,1,1,0,173683.0
10199,764,1,0,48,1,75990.97,1,1,0,158323.81
1539,558,0,1,38,8,113000.92,1,1,1,152872.39
9121,618,0,0,40,0,0.0,1,1,0,119059.13
1211,452,0,0,32,5,0.0,2,0,1,75279.39
11732,529,2,1,29,4,135759.4,1,0,0,112813.79
14560,850,0,1,33,10,0.0,1,1,0,4861.72
8864,832,0,0,29,5,0.0,2,1,0,178779.52
6106,762,2,1,28,3,125155.83,2,1,1,106024.02
5615,520,0,0,29,8,95947.76,1,1,0,4696.44
14034,678,0,1,43,1,133237.21,1,1,0,111032.79
1464,637,1,0,40,6,0.0,2,1,1,181610.6
1192,785,1,0,61,4,129855.72,2,1,0,170214.82
3590,677,0,1,37,3,88363.03,1,0,1,117946.3
14377,619,0,0,48,4,0.0,1,0,0,18094.96
6360,413,2,1,39,1,130969.77,2,1,1,158891.79
8697,751,1,0,37,3,99773.85,2,1,0,54865.92
15028,549,2,1,41,9,95020.8,3,1,1,131710.59
6719,650,0,0,39,4,0.0,2,0,0,186275.7
506,691,2,1,30,7,116927.89,1,1,0,21198.39
11793,738,2,1,43,9,121152.05,2,1,0,64166.7
9830,593,0,1,32,6,99162.29,1,1,0,128384.11
9891,680,0,1,49,10,0.0,2,1,0,187008.45
10226,744,2,0,50,1,121498.11,2,0,1,106061.47
1773,640,1,1,34,1,137523.02,1,0,0,24761.36
272,811,2,0,34,1,149297.19,2,1,1,186339.74
13017,573,0,0,26,4,129109.02,1,0,0,149814.68
14947,557,0,0,39,7,49572.73,1,1,0,115287.99
3618,489,2,0,46,8,92060.06,1,1,0,147222.95
2381,614,1,0,41,7,179915.85,1,0,0,14666.35
7008,635,2,0,65,5,117325.54,1,1,0,155799.86
9269,642,0,1,35,4,125476.31,1,1,1,91775.51
13955,699,2,1,32,1,123906.22,3,1,1,127443.82
4633,477,2,1,48,8,129250.0,2,1,1,157937.35
8504,624,0,1,42,3,145155.37,1,1,0,72169.95
746,844,0,1,18,2,160980.03,1,0,0,145936.28
7707,848,1,1,35,5,120046.74,2,1,0,84710.65
3569,695,0,0,50,8,0.0,1,1,0,126381.6
8982,504,0,0,32,8,206663.75,1,0,0,16281.94
10390,678,0,1,43,1,133237.21,1,1,0,111032.79
8557,729,0,0,32,7,38550.06,1,0,1,179230.23
6448,680,1,0,37,6,124140.57,2,1,0,92826.35
5599,579,2,0,50,5,117721.02,1,0,1,192146.63
10452,655,1,1,38,3,250898.09,3,0,1,81054.0
11681,586,0,0,46,0,0.0,3,0,1,131553.82
11460,750,1,0,33,3,161801.47,1,0,1,153288.97
8572,752,2,0,38,10,101648.5,2,1,0,172001.44
11243,739,0,0,37,8,0.0,2,1,0,191557.1
9484,813,2,1,30,1,116416.94,1,0,1,85808.22
1912,687,2,0,29,4,78939.15,1,1,0,122134.56
10483,550,2,1,49,0,108806.96,3,1,0,61446.92
599,484,2,0,34,4,148249.54,1,0,1,33738.27
3892,549,2,1,45,6,124240.93,1,1,1,146372.51
5540,737,0,1,43,0,80090.93,1,1,0,39920.0
1652,616,0,1,59,5,153861.1,1,1,1,17699.48
8106,590,1,0,51,10,84474.62,2,1,1,190937.09
1893,488,0,1,34,3,0.0,2,1,1,125979.36
11836,549,1,0,39,7,0.0,1,0,0,81259.25
6502,611,0,0,40,2,125879.29,1,1,0,93203.43
4362,571,1,0,22,3,108117.1,1,0,1,53328.7
15569,631,0,1,33,7,0.0,1,1,1,58043.02
375,769,0,0,39,8,0.0,1,0,1,21016.0
1966,681,2,0,48,8,139480.18,1,1,1,163581.67
3957,657,2,0,38,5,123770.46,1,0,0,47019.66
14015,570,0,0,29,4,153040.03,1,1,1,131363.57
5696,617,0,1,41,7,0.0,2,0,1,14496.67
1243,693,2,1,25,6,146580.69,1,0,1,14633.35
13169,764,2,1,34,6,108760.27,2,1,0,166324.79
14612,850,2,1,37,9,122506.38,1,0,1,199693.84
9720,803,0,0,40,6,165526.71,1,1,0,12328.08
941,696,0,0,31,8,0.0,2,0,0,191074.11
15018,556,2,1,42,0,115915.53,2,0,1,125435.47
3346,714,0,1,63,4,138082.16,1,0,1,166677.54
2657,562,0,1,29,9,0.0,1,1,1,25858.68
15579,475,0,0,45,0,134264.04,1,1,0,27822.99
10400,586,2,1,46,8,106968.96,1,1,1,79366.98
5326,720,1,0,59,6,0.0,2,1,1,160849.43
10427,484,2,1,54,3,134388.11,1,0,0,49954.79
6578,850,0,0,28,9,0.0,2,1,0,185821.41
2799,760,0,1,43,8,121911.59,1,1,0,193312.33
4306,476,0,0,40,4,0.0,2,0,0,182547.04
11541,511,1,0,66,4,0.0,1,1,0,1643.11
12264,562,0,1,37,2,0.0,1,0,1,52525.15
7244,445,0,0,33,7,0.0,2,1,0,122625.68
298,511,0,1,58,0,149117.31,1,1,1,162599.51
9241,509,0,1,35,8,0.0,2,0,1,67431.28
13016,577,2,0,44,1,152086.15,1,0,1,44719.5
3823,627,0,1,31,8,128131.73,1,1,0,96131.47
11678,706,2,0,46,4,105214.58,1,1,0,108699.59
7977,647,1,1,47,10,99835.17,1,0,1,89103.05
2035,583,0,0,44,8,0.0,2,1,1,27431.62
4039,479,1,1,27,2,172463.45,1,1,1,40315.27
15690,619,1,0,41,8,0.0,3,1,1,79866.73
15259,706,1,0,53,3,0.0,3,0,0,88479.02
1499,461,0,0,28,8,0.0,1,1,1,103349.74
3512,806,1,1,18,3,0.0,2,1,1,86994.54
15799,567,0,1,54,9,96402.96,1,0,0,52035.29
8844,695,1,1,35,7,0.0,2,1,0,160387.98
8362,567,0,1,36,7,0.0,2,0,1,3896.08
6828,707,2,1,34,9,162691.16,2,1,0,94912.78
7130,599,2,1,33,2,51949.95,2,1,0,85045.92
11727,732,0,0,36,9,0.0,1,0,0,3749.0
9919,688,0,1,26,0,0.0,2,1,0,105784.85
4085,520,0,1,34,4,134007.9,1,1,1,193209.11
242,703,0,1,37,8,105961.68,2,0,1,74158.8
13562,615,0,1,36,6,0.0,1,1,1,27011.8
1644,663,0,0,37,7,0.0,1,1,1,185210.63
7371,850,0,1,30,10,153972.89,2,1,0,62811.03
13307,710,0,1,54,6,171137.62,1,1,1,167023.95
5594,688,0,1,40,6,0.0,1,1,1,47886.44
11957,805,1,0,39,5,165272.13,1,1,0,14109.85
10923,634,1,1,31,9,108632.48,1,1,1,179485.96
5231,822,0,1,38,6,128289.7,3,1,0,9149.96
2076,654,0,1,40,6,0.0,1,0,0,183872.88
4103,683,1,1,41,0,148863.17,1,1,1,163911.32
7493,610,1,0,37,10,140363.95,2,1,1,129563.86
9043,727,2,1,39,5,80615.46,2,0,0,180962.32
5968,526,0,1,28,1,112070.44,1,0,1,126281.83
13329,559,0,0,46,5,0.0,1,1,0,21006.1
12587,465,0,0,51,8,122522.32,1,0,0,181297.65
3966,815,0,1,35,4,0.0,2,0,1,198490.33
12783,817,0,0,55,10,117561.49,1,1,0,95941.55
15594,514,2,1,43,1,95556.31,1,0,1,199273.98
14960,350,0,0,40,0,111098.85,1,1,1,172321.21
6754,627,1,0,28,3,157597.61,1,0,1,34097.22
13476,546,2,0,74,8,114888.74,2,1,1,66732.63
9688,850,0,1,68,5,169445.4,1,1,1,186335.07
13267,619,1,0,44,6,52831.13,1,1,1,112649.22
4078,656,1,1,47,1,0.0,2,1,1,197961.93
7754,563,1,0,42,6,99056.22,2,1,0,154347.95
8832,753,0,1,35,4,0.0,2,1,1,106303.4
9462,800,1,0,46,6,0.0,2,1,0,171928.04
2778,604,1,0,71,10,0.0,2,1,1,129984.2
4603,623,0,1,23,1,106012.2,2,0,1,191415.94
4932,683,0,0,29,0,157829.12,1,0,0,129891.66
1985,719,1,0,47,9,116393.59,1,1,0,63051.32
3861,780,0,0,37,3,0.0,2,0,0,182156.81
7774,850,2,1,43,5,129305.09,2,0,1,19244.58
325,716,0,1,35,4,144428.87,1,1,0,134132.65
14965,635,0,1,33,1,0.0,3,0,0,178067.33
6394,466,2,1,41,2,152102.18,2,1,0,181879.56
11951,692,2,0,43,10,118588.83,1,1,1,161241.65
4054,602,0,0,56,3,115895.22,3,1,0,4176.17
2237,622,0,0,30,2,158584.82,3,1,0,142342.55
5229,675,0,1,35,8,0.0,2,1,1,56642.97
4571,598,2,1,20,8,180293.84,2,1,1,29552.7
8976,720,0,1,29,2,0.0,2,1,0,39925.52
7454,732,0,1,46,0,0.0,2,1,1,184350.78
1268,658,0,0,44,6,148481.09,1,1,0,130529.13
864,594,0,1,38,4,0.0,2,0,0,186884.04
4942,592,0,1,36,1,126477.42,1,0,0,179718.17
2253,684,1,0,41,7,0.0,1,1,1,138394.37
6010,759,1,1,38,1,0.0,2,1,0,20778.39
6911,705,2,0,54,3,125889.3,3,1,0,96013.5
10438,728,0,1,37,3,122689.51,2,0,0,106977.53
6998,666,1,0,47,5,0.0,1,0,0,166650.9
371,640,2,0,75,1,106307.91,2,0,1,113428.77
13677,751,0,0,48,4,0.0,1,0,1,30165.06
7940,781,1,0,29,6,98759.89,1,0,0,112202.64
609,698,2,0,51,2,111018.98,1,1,0,86410.28
4651,524,2,0,25,7,131402.21,1,0,0,193668.49
13346,532,0,1,43,9,0.0,2,0,0,190573.91
8872,685,0,1,30,2,0.0,2,1,1,140889.32
12434,670,1,0,65,1,0.0,1,1,1,177655.68
15380,738,2,0,40,6,114940.67,2,1,1,194895.57
11987,658,0,0,40,7,140596.95,1,0,1,135459.02
2364,707,0,0,31,2,82787.93,2,0,0,91423.69
7766,643,1,1,35,2,0.0,2,0,0,67979.35
7148,770,1,1,30,8,0.0,2,0,1,50839.85
9103,671,0,0,29,3,0.0,2,1,0,158043.11
3789,609,1,0,45,4,89122.3,1,1,1,199256.98
15910,554,0,0,35,6,117707.18,2,0,0,95277.15
5581,494,1,1,67,5,0.0,2,1,1,85890.16
9820,648,2,0,45,5,118886.55,1,0,0,51636.7
5060,577,0,0,35,4,108155.49,1,1,0,105407.79
9615,692,1,0,47,3,0.0,2,1,0,150802.41
15621,589,1,0,45,1,0.0,1,0,0,125939.22
14047,720,0,0,45,1,102882.4,2,1,1,35633.15
8671,542,2,0,35,9,127543.11,2,1,0,468.94
662,678,0,1,31,2,0.0,2,1,1,58803.28
14445,606,0,1,37,6,82373.94,1,0,0,172526.9
14539,770,0,0,68,2,183555.24,1,0,0,159557.28
9311,585,2,1,50,2,125845.66,1,1,0,9439.31
2776,689,0,1,39,7,0.0,2,0,0,14917.09
4535,727,2,1,37,9,101191.83,1,1,1,34551.35
7189,647,0,0,40,9,0.0,2,0,1,92357.21
10338,659,0,1,29,6,123192.12,1,1,1,56971.41
5573,681,0,1,29,8,0.0,1,1,0,66367.33
6135,497,1,1,37,8,128650.11,2,1,1,163641.53
4427,771,0,0,23,7,156123.73,1,1,0,72990.62
5247,633,0,1,59,5,0.0,1,1,1,137273.97
11052,610,2,1,50,1,113957.01,2,1,0,196526.55
3981,638,0,1,24,1,0.0,2,0,1,162597.15
7825,594,2,0,23,4,104753.84,2,1,0,56756.52
2669,614,0,0,19,5,97445.49,2,1,0,122823.34
3977,620,1,1,21,9,0.0,2,0,0,154882.79
279,714,0,1,46,1,0.0,1,1,0,152167.79
11821,556,2,1,42,0,115915.53,2,0,1,125435.47
8718,589,0,1,37,7,85146.48,2,1,0,86490.09
7452,573,1,1,44,8,0.0,2,0,0,62424.46
5197,804,0,0,71,8,0.0,2,0,1,147995.96
14232,552,2,1,33,3,144962.74,1,1,0,58844.84
14860,592,0,1,60,9,0.0,4,1,1,13614.01
4155,587,1,1,41,8,85109.21,1,1,0,1557.82
10760,600,0,0,49,6,0.0,1,0,1,148087.88
4883,614,2,1,43,8,140733.74,1,1,1,166588.76
5807,679,0,0,33,9,112528.65,2,1,0,177362.45
3809,664,1,1,35,1,115024.5,1,0,1,169665.79
8713,786,1,1,40,6,0.0,2,0,0,41248.8
13263,504,2,0,43,7,102365.49,1,1,0,194690.77
4683,588,0,1,38,1,124271.26,1,1,0,75969.19
10838,612,2,1,30,9,142910.15,1,1,0,105890.55
13424,521,1,0,49,4,82940.25,2,0,0,62413.01
11412,497,2,1,41,5,80542.81,1,0,0,88729.22
5593,617,1,1,50,7,0.0,1,1,0,184839.7
11504,621,2,1,40,8,174126.75,3,1,0,172490.78
6897,492,0,0,48,6,127253.98,1,1,1,92144.09
4563,705,2,0,64,3,153469.26,3,0,0,146573.66
8376,601,0,1,39,3,72647.64,1,1,0,41777.9
12749,698,2,1,52,10,107304.39,3,1,0,28806.32
10031,705,1,0,47,3,63488.7,1,0,1,28640.92
1269,554,0,0,38,4,137654.05,2,1,1,172629.67
2350,617,2,0,58,3,119024.75,2,1,0,35199.24
8745,663,1,0,28,8,61274.7,2,1,0,136054.45
9589,632,0,1,71,3,83116.68,1,1,1,27597.76
1384,582,1,0,46,8,67563.31,1,1,0,44506.09
9970,518,0,1,42,7,151027.05,2,1,0,119377.36
9036,768,0,0,36,3,141334.95,1,0,1,125870.5
5856,512,1,1,31,6,0.0,2,1,0,168462.26
297,687,1,0,44,7,0.0,3,1,0,155853.52
8635,651,2,1,29,3,121890.06,1,1,0,54530.51
15366,648,1,0,43,7,81153.82,1,1,1,144532.85
12340,523,2,0,39,1,143903.11,1,1,1,118711.75
12291,552,0,1,42,9,133701.07,2,1,0,101069.71
2077,569,1,0,34,6,144855.34,1,0,0,196555.32
12279,581,2,0,54,2,152508.99,1,1,0,187597.98
12724,615,0,1,36,6,0.0,1,1,1,27011.8
2229,757,1,1,44,5,140856.16,2,1,0,158735.1
2842,513,1,1,48,2,0.0,1,1,1,114709.13
2537,573,0,0,33,0,90124.64,1,1,0,137476.71
194,580,1,1,29,9,61710.44,2,1,0,128077.8
13229,693,0,1,36,8,178111.82,1,0,0,58719.63
7362,707,0,1,73,6,66573.17,1,1,1,62768.8
6636,575,0,1,24,2,0.0,2,1,1,119927.81
7498,630,0,0,36,8,126598.99,2,1,1,134407.93
11553,815,0,1,45,7,0.0,1,0,1,52885.23
4042,738,1,1,38,5,177997.07,1,0,1,19233.41
6553,638,2,1,50,1,102645.48,1,1,0,168359.98
15779,572,2,1,51,8,97750.07,3,1,1,193014.26
5505,534,0,0,53,7,0.0,2,1,1,80619.17
6854,738,1,1,36,5,0.0,2,1,1,96881.32
6761,573,0,0,27,4,0.0,2,1,1,157549.6
5300,640,0,0,33,6,84719.13,2,1,1,113048.79
15892,661,1,0,42,9,75361.44,1,1,0,27608.12
320,525,1,0,57,2,145965.33,1,1,1,64448.36
7135,681,1,0,57,2,173306.13,1,0,1,131964.66
1371,611,0,0,43,8,64897.75,1,1,0,114996.33
15637,557,0,1,42,6,177822.03,1,1,0,150944.31
2654,532,0,1,44,3,148595.55,1,1,0,74838.64
9099,738,0,1,29,2,0.0,2,1,1,170421.13
12935,646,0,0,46,4,0.0,3,1,0,93251.42
3398,759,0,1,41,9,0.0,2,0,1,190294.12
8532,585,0,0,35,2,0.0,2,1,0,98621.04
11526,609,2,0,71,6,113317.1,1,1,0,108258.22
14185,545,0,1,47,8,105792.49,1,0,1,67830.2
11245,625,2,1,56,0,148507.24,1,1,0,46824.08
13394,850,2,0,45,5,127258.79,1,1,1,192744.23
926,738,1,1,35,3,0.0,1,1,1,15650.73
244,523,1,1,34,7,0.0,2,1,0,62030.06
7469,686,0,0,35,8,105419.73,1,1,0,35356.46
8207,566,1,1,63,2,120787.18,2,1,1,52198.84
143,793,1,1,52,2,0.0,1,1,0,159123.82
5983,619,2,0,28,6,99152.73,2,1,0,48475.12
